Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Starting_Salary,Current_Job_Level
19.0,1,2.36,953.0,3.79,6,0.0,3.0,5.0,1.0,42700.0,3
19.0,1,3.01,836.0,2.59,4,2.0,5.0,4.0,4.0,25000.0,3
23.0,0,3.7,302.0,3.08,2,3.0,5.0,4.0,5.0,44700.0,3
20.0,1,2.04,881.0,2.63,5,2.0,2.0,4.0,9.0,65600.0,3
26.0,1,3.21,540.0,3.55,5,3.0,3.0,4.0,5.0,67400.0,0
21.0,1,2.55,485.0,3.86,6,2.0,2.0,3.0,5.0,68100.0,3
18.0,0,3.72,77.0,2.72,5,2.0,2.0,2.0,3.0,35100.0,0
21.0,0,2.57,633.0,3.61,6,2.0,9.0,2.0,8.0,32200.0,3
18.0,0,3.37,515.0,3.0,1,0.0,3.0,0.0,7.0,40300.0,2
22.0,0,3.35,549.0,2.79,5,1.0,3.0,2.0,8.0,64600.0,0
21.0,1,2.44,944.0,3.88,2,2.0,5.0,4.0,4.0,64100.0,2
25.0,1,2.07,659.0,3.02,5,2.0,3.0,2.0,8.0,50000.0,0
25.0,1,2.82,92.0,2.93,4,3.0,5.0,5.0,10.0,66800.0,0
24.0,1,2.58,851.0,3.34,2,1.0,1.0,5.0,4.0,59100.0,0
20.0,0,3.62,785.0,2.52,5,3.0,3.0,2.0,1.0,42800.0,0
18.0,0,3.6,466.0,2.65,2,3.0,1.0,4.0,4.0,44800.0,2
18.0,1,2.91,466.0,3.86,5,2.0,7.0,3.0,5.0,31000.0,0
29.0,1,3.21,889.0,3.36,6,4.0,8.0,4.0,10.0,48100.0,1
28.0,1,3.21,599.0,3.65,3,1.0,6.0,2.0,8.0,40900.0,0
20.0,1,3.65,40.0,2.54,6,3.0,5.0,2.0,10.0,35000.0,3
23.0,0,2.85,690.0,3.09,0,4.0,7.0,0.0,6.0,39000.0,1
24.0,1,2.55,329.0,3.94,5,4.0,3.0,4.0,10.0,72400.0,0
23.0,1,2.53,285.0,2.64,1,3.0,9.0,0.0,5.0,43100.0,0
23.0,0,3.07,947.0,2.32,2,2.0,1.0,0.0,3.0,73700.0,0
23.0,1,2.9,554.0,3.02,0,0.0,3.0,1.0,4.0,50900.0,3
20.0,0,2.88,797.0,2.78,4,3.0,4.0,5.0,6.0,46600.0,3
23.0,1,2.18,66.0,2.32,0,2.0,8.0,0.0,6.0,57800.0,0
25.0,0,3.44,636.0,3.78,3,1.0,4.0,5.0,6.0,25000.0,0
28.0,2,2.43,657.0,3.98,5,2.0,8.0,2.0,2.0,81200.0,3
28.0,0,2.39,632.0,3.14,2,4.0,8.0,2.0,8.0,64300.0,2
19.0,1,2.83,109.0,3.55,6,1.0,7.0,1.0,8.0,53100.0,0
22.0,0,2.46,415.0,3.72,2,1.0,4.0,1.0,6.0,62200.0,3
18.0,1,3.17,92.0,3.4,1,0.0,1.0,4.0,4.0,50800.0,1
29.0,1,2.74,368.0,2.09,2,0.0,4.0,1.0,2.0,40900.0,0
18.0,1,2.9,820.0,2.32,0,3.0,0.0,3.0,6.0,49600.0,0
22.0,1,3.07,423.0,2.14,0,2.0,7.0,2.0,6.0,43700.0,3
29.0,0,2.41,572.0,2.02,6,3.0,1.0,2.0,10.0,36500.0,2
20.0,0,2.31,862.0,2.61,6,0.0,6.0,5.0,3.0,44100.0,1
21.0,0,3.76,739.0,2.78,6,4.0,1.0,1.0,2.0,53200.0,3
20.0,0,2.87,240.0,2.48,4,0.0,4.0,5.0,4.0,55300.0,0
18.0,0,2.82,435.0,2.13,5,2.0,9.0,1.0,8.0,71200.0,2
18.0,1,2.07,212.0,3.06,1,4.0,6.0,2.0,5.0,45400.0,2
29.0,1,3.0,400.0,2.55,4,3.0,5.0,1.0,3.0,39400.0,0
29.0,0,3.11,610.0,3.59,4,3.0,4.0,4.0,5.0,31100.0,0
22.0,1,3.12,526.0,2.02,4,0.0,5.0,1.0,9.0,56600.0,2
23.0,0,3.41,730.0,3.69,2,0.0,1.0,1.0,8.0,71900.0,0
20.0,1,2.35,468.0,3.91,3,3.0,9.0,4.0,10.0,44100.0,2
29.0,1,2.5,170.0,3.43,5,3.0,0.0,4.0,7.0,41600.0,0
26.0,1,3.62,819.0,3.47,2,1.0,0.0,4.0,4.0,63000.0,2
22.0,1,3.89,792.0,3.87,6,2.0,7.0,5.0,2.0,34000.0,0
25.0,1,2.27,875.0,2.42,1,1.0,2.0,2.0,9.0,74300.0,3
18.0,0,3.0,210.0,3.99,4,1.0,2.0,1.0,3.0,48900.0,0
22.0,1,2.43,256.0,3.55,2,3.0,8.0,4.0,6.0,55600.0,3
20.0,0,2.12,683.0,3.45,5,2.0,5.0,4.0,7.0,50600.0,0
29.0,1,2.65,73.0,2.72,0,3.0,3.0,2.0,3.0,25000.0,2
18.0,1,2.29,147.0,3.09,5,1.0,3.0,3.0,3.0,49000.0,0
21.0,1,3.42,340.0,3.31,4,1.0,6.0,1.0,3.0,44300.0,3
22.0,0,3.07,317.0,3.24,5,3.0,5.0,3.0,3.0,55800.0,3
24.0,1,2.29,618.0,3.41,2,0.0,1.0,3.0,3.0,67100.0,3
18.0,0,2.02,606.0,2.16,0,0.0,8.0,4.0,7.0,57400.0,2
20.0,1,3.62,575.0,2.71,2,3.0,1.0,5.0,5.0,40000.0,0
19.0,0,2.35,154.0,2.87,2,4.0,7.0,2.0,4.0,74700.0,2
26.0,1,3.21,255.0,2.52,4,4.0,3.0,1.0,6.0,50700.0,1
27.0,0,2.67,351.0,2.35,2,0.0,9.0,1.0,8.0,69200.0,2
23.0,0,3.17,547.0,2.28,6,2.0,0.0,1.0,2.0,63200.0,1
27.0,0,2.63,835.0,2.73,5,1.0,0.0,5.0,3.0,35100.0,0
20.0,1,2.17,312.0,2.99,0,2.0,8.0,3.0,2.0,65900.0,3
25.0,1,2.45,808.0,2.13,1,0.0,3.0,0.0,7.0,63000.0,2
25.0,1,2.38,765.0,3.89,3,3.0,0.0,2.0,2.0,51200.0,3
19.0,0,2.86,669.0,3.53,5,4.0,2.0,0.0,5.0,43300.0,2
23.0,0,3.32,134.0,3.46,4,0.0,2.0,3.0,10.0,62200.0,0
24.0,0,2.53,948.0,2.35,0,2.0,6.0,4.0,9.0,64900.0,2
19.0,1,2.02,129.0,3.21,6,2.0,5.0,0.0,8.0,43900.0,3
28.0,1,3.04,436.0,3.06,0,0.0,7.0,0.0,8.0,59100.0,0
27.0,1,3.21,280.0,3.96,1,1.0,6.0,2.0,3.0,45000.0,1
19.0,2,3.93,358.0,3.5,4,2.0,0.0,3.0,1.0,41800.0,0
27.0,0,3.18,930.0,3.15,0,1.0,2.0,2.0,2.0,56500.0,0
18.0,0,2.94,883.0,3.7,5,1.0,8.0,4.0,7.0,61800.0,0
25.0,1,3.15,252.0,2.31,6,3.0,3.0,5.0,4.0,57800.0,3
18.0,0,3.86,135.0,2.03,4,0.0,2.0,5.0,10.0,47900.0,0
26.0,0,3.66,843.0,3.38,6,0.0,4.0,5.0,5.0,32800.0,2
28.0,1,2.65,523.0,2.2,4,1.0,7.0,1.0,1.0,45400.0,2
23.0,0,2.47,804.0,2.23,3,3.0,0.0,5.0,2.0,55600.0,0
24.0,0,2.53,660.0,3.49,1,2.0,1.0,5.0,9.0,82300.0,0
27.0,0,3.01,319.0,2.54,3,2.0,6.0,3.0,6.0,35400.0,0
24.0,0,3.49,80.0,3.26,5,0.0,0.0,5.0,7.0,48300.0,2
27.0,1,3.01,191.0,3.83,5,1.0,4.0,5.0,5.0,47600.0,0
20.0,1,2.14,453.0,2.63,5,3.0,9.0,4.0,9.0,25000.0,0
19.0,2,3.45,344.0,2.43,2,3.0,7.0,4.0,10.0,41100.0,1
26.0,1,3.61,30.0,2.21,5,2.0,5.0,0.0,5.0,32100.0,3
25.0,0,2.58,414.0,2.26,6,2.0,2.0,2.0,6.0,44000.0,2
29.0,0,3.33,871.0,2.12,3,4.0,6.0,0.0,10.0,72600.0,2
27.0,0,2.85,368.0,2.18,6,4.0,2.0,0.0,9.0,59800.0,0
24.0,2,3.78,741.0,2.86,4,1.0,4.0,1.0,5.0,52600.0,2
26.0,1,3.69,993.0,2.64,6,4.0,6.0,2.0,4.0,79200.0,1
21.0,1,3.05,596.0,3.41,2,3.0,1.0,1.0,5.0,71100.0,3
21.0,1,3.38,502.0,3.74,6,4.0,9.0,5.0,5.0,38000.0,0
18.0,1,3.77,662.0,3.57,4,0.0,3.0,4.0,5.0,25000.0,0
25.0,1,2.99,873.0,3.06,4,0.0,1.0,5.0,1.0,25000.0,1
29.0,1,2.63,701.0,2.2,3,2.0,6.0,1.0,5.0,36800.0,0
20.0,0,3.51,21.0,3.42,5,2.0,2.0,4.0,5.0,41500.0,2
24.0,0,2.44,549.0,2.73,1,1.0,8.0,0.0,1.0,73200.0,0
29.0,1,2.78,246.0,2.17,0,0.0,5.0,5.0,4.0,68000.0,3
19.0,1,3.73,283.0,3.68,3,1.0,0.0,1.0,8.0,63800.0,0
19.0,0,3.45,614.0,2.68,2,1.0,9.0,5.0,4.0,42400.0,2
24.0,1,2.81,931.0,2.44,0,4.0,7.0,2.0,7.0,47200.0,0
23.0,1,2.43,806.0,3.74,6,2.0,6.0,1.0,6.0,43900.0,0
20.0,1,2.71,232.0,3.8,3,1.0,0.0,4.0,5.0,83100.0,2
26.0,0,2.57,316.0,2.68,0,1.0,2.0,3.0,9.0,40600.0,0
27.0,1,2.35,838.0,2.71,5,2.0,2.0,5.0,8.0,38100.0,0
23.0,2,3.49,800.0,3.16,5,2.0,2.0,5.0,5.0,58500.0,0
27.0,1,2.5,336.0,3.47,3,0.0,6.0,2.0,10.0,35600.0,0
27.0,0,2.91,988.0,2.13,5,2.0,5.0,4.0,7.0,58400.0,1
23.0,1,2.77,976.0,3.19,6,4.0,1.0,5.0,9.0,54300.0,0
18.0,1,3.96,411.0,3.91,4,0.0,4.0,3.0,7.0,38900.0,3
21.0,0,2.78,245.0,2.52,3,1.0,5.0,5.0,3.0,44800.0,0
27.0,0,2.16,387.0,3.82,2,4.0,1.0,2.0,10.0,37300.0,0
23.0,0,2.18,689.0,3.9,0,4.0,0.0,3.0,5.0,65200.0,2
23.0,0,3.18,725.0,2.54,0,0.0,3.0,0.0,9.0,47800.0,0
28.0,0,3.2,358.0,3.51,0,1.0,3.0,0.0,9.0,46800.0,2
29.0,0,2.84,614.0,2.48,3,0.0,3.0,5.0,8.0,62100.0,0
22.0,0,2.86,798.0,3.48,6,3.0,0.0,1.0,6.0,60100.0,2
18.0,1,2.11,22.0,3.59,3,3.0,2.0,1.0,7.0,53500.0,3
25.0,1,3.03,19.0,2.49,3,0.0,6.0,1.0,7.0,65700.0,1
22.0,1,3.01,287.0,3.43,5,1.0,3.0,1.0,1.0,47700.0,2
29.0,0,2.3,276.0,3.62,4,1.0,1.0,5.0,8.0,36600.0,2
29.0,1,2.21,659.0,2.72,0,2.0,7.0,3.0,6.0,52200.0,0
29.0,1,2.25,898.0,2.34,6,4.0,0.0,2.0,7.0,49500.0,2
22.0,0,2.2,552.0,2.18,1,0.0,8.0,2.0,10.0,71500.0,1
24.0,0,3.22,679.0,3.15,6,4.0,4.0,1.0,10.0,46000.0,0
21.0,0,2.39,603.0,3.96,5,4.0,1.0,0.0,2.0,73900.0,2
23.0,1,2.5,72.0,3.65,3,3.0,3.0,4.0,7.0,31800.0,2
21.0,0,2.35,365.0,2.87,2,3.0,2.0,1.0,8.0,46500.0,2
20.0,1,3.92,950.0,3.07,6,0.0,6.0,1.0,5.0,45300.0,2
24.0,1,3.71,795.0,2.56,0,0.0,5.0,5.0,1.0,45200.0,0
25.0,1,2.46,335.0,2.33,2,1.0,8.0,0.0,6.0,67100.0,2
21.0,1,2.66,652.0,2.96,1,0.0,3.0,4.0,3.0,43000.0,0
19.0,1,2.42,751.0,2.93,1,1.0,2.0,3.0,5.0,64900.0,2
29.0,0,2.98,590.0,3.04,2,1.0,6.0,3.0,9.0,48700.0,0
27.0,1,2.04,199.0,3.91,5,0.0,5.0,4.0,7.0,48500.0,3
20.0,0,3.34,17.0,3.21,1,1.0,4.0,4.0,8.0,29900.0,3
18.0,0,3.05,218.0,3.21,2,4.0,9.0,3.0,6.0,68800.0,2
25.0,1,3.8,741.0,2.26,3,1.0,6.0,1.0,9.0,73000.0,0
20.0,0,2.33,852.0,3.99,2,4.0,4.0,1.0,3.0,31300.0,3
29.0,1,3.61,650.0,3.55,3,4.0,8.0,5.0,1.0,74200.0,3
27.0,0,3.58,147.0,3.75,5,4.0,3.0,0.0,10.0,28300.0,2
24.0,1,2.25,210.0,2.83,0,2.0,0.0,4.0,4.0,47500.0,1
27.0,1,2.8,670.0,3.0,0,2.0,9.0,1.0,8.0,48500.0,0
22.0,1,2.34,414.0,3.04,1,1.0,4.0,1.0,6.0,45500.0,2
27.0,0,2.51,665.0,2.39,4,0.0,0.0,0.0,7.0,66300.0,2
22.0,0,2.53,856.0,3.38,4,1.0,0.0,4.0,9.0,61200.0,0
24.0,1,3.11,330.0,3.81,2,2.0,0.0,0.0,2.0,25000.0,2
26.0,0,2.82,895.0,2.33,5,3.0,0.0,0.0,7.0,72100.0,2
29.0,0,3.9,962.0,2.17,3,3.0,7.0,3.0,4.0,75100.0,0
22.0,0,2.25,870.0,3.48,0,1.0,1.0,0.0,7.0,60200.0,2
18.0,0,3.95,352.0,2.55,5,2.0,8.0,4.0,8.0,44800.0,0
27.0,0,2.46,163.0,3.25,0,4.0,6.0,1.0,2.0,53300.0,2
27.0,0,3.55,819.0,3.39,0,2.0,2.0,1.0,7.0,45700.0,2
18.0,0,2.68,101.0,2.64,1,1.0,8.0,3.0,8.0,64700.0,0
19.0,1,2.29,327.0,3.63,0,2.0,3.0,4.0,1.0,25000.0,2
23.0,1,3.72,327.0,3.1,4,3.0,6.0,1.0,10.0,56000.0,0
26.0,1,2.62,155.0,3.74,6,4.0,2.0,0.0,5.0,67300.0,2
25.0,0,3.32,10.0,3.53,1,1.0,4.0,2.0,9.0,46300.0,0
22.0,0,3.13,353.0,3.74,2,1.0,3.0,2.0,2.0,58300.0,0
18.0,1,2.94,939.0,2.04,6,0.0,5.0,2.0,6.0,25000.0,0
24.0,0,2.99,183.0,2.49,1,4.0,8.0,2.0,2.0,35700.0,3
22.0,1,3.46,455.0,2.18,5,1.0,4.0,0.0,3.0,55900.0,0
23.0,1,2.18,646.0,2.88,1,2.0,0.0,1.0,6.0,56800.0,0
24.0,2,3.34,6.0,3.78,3,2.0,4.0,3.0,5.0,41300.0,0
20.0,1,3.79,333.0,2.94,6,2.0,4.0,0.0,4.0,54600.0,0
29.0,1,2.12,944.0,3.7,6,2.0,8.0,1.0,7.0,49200.0,0
27.0,0,2.28,333.0,2.65,4,1.0,7.0,4.0,3.0,25000.0,0
20.0,0,3.43,258.0,2.68,6,3.0,4.0,1.0,10.0,46500.0,0
22.0,1,2.87,211.0,3.79,0,4.0,4.0,1.0,7.0,60900.0,0
23.0,0,2.81,51.0,2.85,4,2.0,1.0,1.0,9.0,69900.0,0
26.0,0,2.27,445.0,3.58,5,1.0,8.0,0.0,2.0,46400.0,0
29.0,1,3.01,659.0,2.47,0,1.0,3.0,1.0,5.0,55800.0,2
22.0,1,2.25,377.0,3.9,4,2.0,6.0,1.0,1.0,52600.0,2
18.0,0,2.95,640.0,3.15,2,0.0,9.0,4.0,7.0,58000.0,2
21.0,1,3.53,486.0,3.52,5,1.0,5.0,4.0,2.0,40300.0,2
22.0,0,2.52,770.0,2.18,4,4.0,4.0,2.0,5.0,48900.0,0
29.0,0,2.96,51.0,2.99,2,4.0,4.0,5.0,1.0,58200.0,2
27.0,2,3.98,154.0,3.8,4,0.0,6.0,0.0,1.0,56000.0,3
27.0,1,3.37,582.0,3.75,2,1.0,1.0,1.0,4.0,59100.0,2
22.0,2,3.68,788.0,2.09,0,0.0,8.0,2.0,7.0,62000.0,0
24.0,1,2.83,791.0,2.61,5,1.0,1.0,2.0,7.0,52400.0,2
21.0,1,3.54,310.0,2.89,5,1.0,8.0,0.0,8.0,54500.0,2
18.0,1,2.08,399.0,2.34,4,0.0,3.0,5.0,9.0,41500.0,0
22.0,1,2.25,134.0,3.46,3,3.0,9.0,2.0,4.0,62900.0,2
24.0,0,2.41,220.0,2.37,4,2.0,9.0,2.0,2.0,33800.0,2
27.0,1,2.8,163.0,2.69,2,2.0,5.0,0.0,10.0,59300.0,0
27.0,1,3.69,971.0,3.33,5,2.0,0.0,3.0,10.0,52000.0,0
23.0,0,2.69,648.0,2.96,1,0.0,4.0,2.0,3.0,39300.0,3
22.0,1,3.31,569.0,3.48,0,1.0,5.0,4.0,9.0,39900.0,2
21.0,0,3.42,502.0,3.92,3,1.0,8.0,2.0,8.0,53200.0,0
19.0,1,3.17,946.0,2.23,1,4.0,8.0,0.0,6.0,46300.0,2
21.0,0,2.71,689.0,3.42,1,1.0,8.0,0.0,3.0,43600.0,3
27.0,0,3.15,115.0,2.46,0,3.0,2.0,5.0,10.0,56300.0,3
27.0,1,2.68,499.0,2.83,4,2.0,3.0,3.0,8.0,25000.0,0
20.0,1,2.17,472.0,2.07,6,3.0,7.0,3.0,2.0,51400.0,2
27.0,1,3.99,149.0,2.27,3,2.0,7.0,5.0,4.0,44400.0,2
18.0,0,2.25,241.0,2.64,4,0.0,1.0,5.0,4.0,31600.0,2
25.0,1,2.14,123.0,2.68,0,3.0,7.0,4.0,9.0,44900.0,2
22.0,1,3.76,804.0,3.8,6,1.0,6.0,4.0,8.0,30300.0,0
21.0,1,2.6,839.0,3.48,0,2.0,8.0,2.0,7.0,67700.0,3
25.0,1,3.3,69.0,3.94,0,4.0,4.0,3.0,4.0,60800.0,3
24.0,0,2.66,826.0,3.2,1,3.0,1.0,4.0,7.0,62400.0,0
19.0,0,2.78,63.0,2.48,5,0.0,4.0,2.0,1.0,57700.0,0
18.0,1,2.52,733.0,2.66,4,4.0,1.0,1.0,8.0,25000.0,2
29.0,1,2.69,16.0,2.64,0,0.0,4.0,2.0,8.0,32300.0,0
28.0,0,2.82,390.0,2.65,4,2.0,8.0,4.0,9.0,63400.0,2
21.0,0,3.44,590.0,3.35,6,3.0,6.0,2.0,9.0,79600.0,0
25.0,1,3.02,634.0,3.06,1,0.0,6.0,1.0,1.0,55600.0,0
29.0,1,3.89,948.0,2.77,6,4.0,0.0,4.0,10.0,70800.0,3
19.0,1,2.08,258.0,2.3,6,4.0,8.0,2.0,7.0,37800.0,2
20.0,0,3.01,217.0,2.04,1,1.0,5.0,4.0,1.0,40600.0,0
29.0,1,3.17,479.0,2.44,4,0.0,6.0,5.0,6.0,60000.0,2
18.0,0,3.84,114.0,2.21,6,3.0,1.0,5.0,5.0,38000.0,2
18.0,0,2.1,882.0,3.57,2,3.0,0.0,2.0,2.0,25800.0,0
20.0,0,3.15,973.0,2.22,4,1.0,3.0,0.0,3.0,61200.0,1
28.0,1,3.71,380.0,3.45,5,4.0,8.0,4.0,8.0,39200.0,0
22.0,1,2.48,658.0,2.77,5,0.0,8.0,4.0,2.0,25000.0,3
29.0,1,3.75,977.0,2.15,0,4.0,2.0,5.0,4.0,67400.0,0
20.0,1,2.04,237.0,3.63,1,0.0,0.0,5.0,3.0,57600.0,2
18.0,0,3.46,476.0,3.16,5,0.0,1.0,4.0,7.0,60500.0,2
18.0,2,3.87,972.0,2.47,1,0.0,8.0,4.0,8.0,61400.0,1
25.0,0,3.31,931.0,3.79,4,4.0,8.0,5.0,4.0,64600.0,0
27.0,0,2.88,598.0,2.09,2,4.0,0.0,2.0,6.0,57500.0,0
28.0,1,2.09,679.0,2.4,2,4.0,8.0,3.0,3.0,27700.0,3
29.0,1,3.84,129.0,3.5,2,2.0,0.0,2.0,7.0,33700.0,0
29.0,1,2.94,510.0,3.42,2,4.0,9.0,1.0,8.0,65100.0,3
19.0,0,2.06,165.0,2.58,3,1.0,3.0,0.0,7.0,58600.0,0
20.0,0,3.38,277.0,2.12,1,2.0,4.0,2.0,4.0,48000.0,2
19.0,0,2.96,257.0,3.72,6,0.0,7.0,2.0,10.0,25000.0,2
20.0,1,2.25,132.0,2.63,1,3.0,4.0,4.0,9.0,37400.0,0
24.0,1,2.43,992.0,2.39,5,2.0,4.0,1.0,10.0,45400.0,3
18.0,0,2.13,570.0,3.03,1,2.0,3.0,4.0,8.0,38700.0,2
27.0,1,3.15,257.0,3.82,1,0.0,8.0,5.0,6.0,34300.0,0
25.0,0,3.24,141.0,2.09,2,4.0,7.0,4.0,2.0,55000.0,0
27.0,0,3.01,686.0,3.53,2,4.0,8.0,3.0,10.0,72000.0,0
27.0,0,3.63,687.0,3.14,3,2.0,6.0,0.0,7.0,59600.0,2
27.0,1,3.72,209.0,2.85,4,4.0,6.0,3.0,9.0,42900.0,0
19.0,1,3.23,716.0,3.49,1,2.0,4.0,4.0,9.0,49000.0,0
20.0,1,2.03,519.0,3.93,0,3.0,9.0,0.0,9.0,59200.0,3
26.0,1,3.39,51.0,2.46,4,3.0,0.0,2.0,9.0,41000.0,0
24.0,1,2.84,503.0,2.29,5,0.0,5.0,1.0,6.0,53200.0,3
21.0,0,3.13,259.0,3.83,3,1.0,9.0,3.0,1.0,44700.0,1
27.0,0,3.3,178.0,3.34,5,1.0,5.0,1.0,6.0,44300.0,3
22.0,1,2.7,922.0,2.88,2,4.0,9.0,4.0,5.0,26200.0,0
19.0,1,3.83,543.0,3.15,5,1.0,3.0,0.0,7.0,50700.0,3
28.0,1,2.27,356.0,3.49,1,3.0,1.0,5.0,8.0,56100.0,0
25.0,1,3.34,318.0,3.55,2,0.0,0.0,2.0,1.0,62700.0,0
21.0,0,2.01,666.0,3.84,4,3.0,2.0,0.0,10.0,25000.0,1
26.0,1,3.85,963.0,2.85,6,2.0,8.0,5.0,4.0,64300.0,0
22.0,1,2.23,364.0,2.59,2,4.0,0.0,1.0,4.0,60900.0,2
26.0,1,2.19,55.0,3.28,2,4.0,4.0,1.0,1.0,72100.0,0
21.0,0,2.67,156.0,2.83,3,1.0,9.0,2.0,4.0,44500.0,0
27.0,0,2.75,44.0,3.19,6,2.0,5.0,5.0,7.0,51000.0,2
22.0,1,2.43,593.0,2.84,4,1.0,8.0,5.0,6.0,34600.0,3
26.0,0,3.17,678.0,2.31,0,1.0,0.0,2.0,4.0,49100.0,0
25.0,0,2.89,542.0,2.94,0,1.0,4.0,0.0,2.0,45300.0,0
20.0,0,2.07,322.0,3.38,0,2.0,0.0,3.0,7.0,52300.0,0
18.0,1,2.64,648.0,3.6,1,1.0,1.0,0.0,8.0,49400.0,0
20.0,0,3.62,14.0,2.99,0,4.0,1.0,1.0,9.0,62200.0,0
21.0,0,3.38,357.0,2.33,1,1.0,4.0,0.0,9.0,46900.0,0
19.0,0,3.45,483.0,2.83,4,2.0,9.0,4.0,4.0,69100.0,2
18.0,0,3.4,618.0,3.57,4,2.0,3.0,0.0,3.0,25000.0,0
24.0,0,2.62,359.0,2.83,2,3.0,5.0,0.0,5.0,69400.0,2
25.0,1,2.2,318.0,3.39,0,1.0,4.0,5.0,6.0,29300.0,0
24.0,0,2.54,75.0,3.01,3,2.0,1.0,4.0,8.0,62300.0,3
22.0,0,3.66,959.0,2.48,4,1.0,8.0,1.0,3.0,60100.0,0
29.0,0,3.96,591.0,3.59,6,0.0,9.0,2.0,6.0,33900.0,0
18.0,1,2.99,194.0,2.17,6,4.0,7.0,0.0,5.0,68400.0,3
24.0,0,2.02,997.0,3.05,4,4.0,8.0,3.0,7.0,32200.0,0
24.0,0,2.28,363.0,2.42,2,1.0,5.0,5.0,9.0,30200.0,3
26.0,1,2.64,96.0,2.13,5,4.0,4.0,5.0,7.0,43300.0,0
20.0,0,3.16,40.0,3.01,6,4.0,4.0,2.0,6.0,44000.0,2
26.0,0,2.15,768.0,3.0,6,0.0,1.0,3.0,9.0,40900.0,0
18.0,0,3.89,397.0,3.41,5,4.0,3.0,0.0,10.0,51100.0,2
18.0,1,2.73,107.0,3.49,2,4.0,1.0,3.0,4.0,55600.0,0
21.0,1,3.83,17.0,3.46,5,2.0,1.0,5.0,1.0,48800.0,0
26.0,0,3.56,527.0,2.82,2,4.0,7.0,2.0,8.0,32600.0,2
23.0,1,3.51,929.0,3.26,2,1.0,3.0,3.0,6.0,37200.0,0
28.0,0,3.21,784.0,3.15,3,4.0,3.0,3.0,6.0,81600.0,2
20.0,0,3.25,499.0,2.84,2,1.0,6.0,2.0,5.0,34200.0,2
18.0,0,3.28,525.0,3.19,2,4.0,3.0,2.0,10.0,34800.0,2
21.0,1,3.26,759.0,3.89,2,1.0,8.0,2.0,3.0,26700.0,0
29.0,0,3.11,726.0,2.39,4,4.0,8.0,5.0,6.0,64600.0,0
26.0,1,3.97,663.0,3.81,0,1.0,2.0,2.0,1.0,64400.0,2
20.0,1,3.46,804.0,2.11,4,4.0,5.0,4.0,7.0,56000.0,3
29.0,1,3.55,43.0,2.62,0,0.0,6.0,0.0,6.0,69300.0,2
26.0,1,3.74,946.0,2.58,3,2.0,2.0,5.0,5.0,39200.0,2
24.0,2,2.43,626.0,3.25,3,2.0,3.0,2.0,3.0,32700.0,2
29.0,2,2.17,842.0,2.26,6,2.0,0.0,1.0,8.0,54100.0,2
21.0,1,2.97,593.0,3.76,5,2.0,8.0,3.0,4.0,57100.0,1
20.0,0,3.03,350.0,3.66,5,0.0,6.0,2.0,9.0,52900.0,0
27.0,1,3.66,653.0,3.3,4,0.0,9.0,2.0,9.0,45400.0,0
22.0,0,2.89,30.0,2.92,0,4.0,6.0,0.0,5.0,65400.0,1
22.0,0,3.14,441.0,3.87,3,0.0,8.0,2.0,7.0,49300.0,0
20.0,0,3.05,542.0,3.66,3,2.0,5.0,5.0,6.0,53800.0,2
29.0,1,2.08,455.0,3.0,4,3.0,7.0,4.0,6.0,49600.0,2
26.0,0,3.23,778.0,3.4,6,4.0,4.0,1.0,4.0,42600.0,2
21.0,1,3.66,611.0,3.13,2,1.0,7.0,1.0,10.0,34100.0,2
28.0,2,2.32,962.0,3.18,1,2.0,9.0,2.0,8.0,56300.0,0
22.0,1,3.19,94.0,2.66,6,2.0,0.0,0.0,10.0,25000.0,2
21.0,0,3.19,723.0,2.92,5,2.0,2.0,5.0,3.0,40500.0,2
22.0,0,2.33,295.0,2.16,5,0.0,3.0,5.0,5.0,42500.0,3
24.0,0,2.25,549.0,2.71,1,1.0,8.0,2.0,1.0,31800.0,0
26.0,1,3.96,899.0,3.39,6,4.0,7.0,3.0,1.0,45600.0,0
24.0,0,2.79,89.0,3.91,6,2.0,7.0,5.0,9.0,56700.0,0
22.0,1,2.45,930.0,3.93,2,1.0,1.0,5.0,4.0,51900.0,2
27.0,0,2.34,503.0,3.11,3,3.0,6.0,5.0,9.0,41400.0,0
27.0,1,3.34,767.0,3.21,0,0.0,2.0,1.0,7.0,59300.0,0
24.0,1,3.22,214.0,2.37,6,2.0,5.0,5.0,10.0,54000.0,0
27.0,0,3.29,422.0,3.39,2,1.0,3.0,3.0,8.0,32800.0,3
22.0,1,2.18,526.0,2.14,5,1.0,5.0,4.0,9.0,38400.0,0
20.0,1,3.79,192.0,2.57,1,2.0,3.0,1.0,1.0,28800.0,0
24.0,1,2.78,807.0,3.34,4,1.0,2.0,1.0,7.0,44800.0,2
28.0,1,2.63,694.0,2.62,5,1.0,1.0,4.0,8.0,40000.0,0
28.0,0,2.92,642.0,2.1,4,4.0,3.0,3.0,2.0,46600.0,0
19.0,0,2.78,224.0,3.66,3,0.0,9.0,2.0,10.0,79000.0,2
29.0,1,3.73,555.0,2.62,4,4.0,1.0,0.0,9.0,25500.0,2
26.0,1,3.86,693.0,2.13,6,0.0,6.0,3.0,1.0,25000.0,2
